label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62
C_Major,0.0,0.0,0.0,-0.16460567883980887,-0.2878652451475906,-0.06549074798987184,-0.28975987838164824,-0.5968306693984436,-0.17049875442300322,-0.28633059929489396,-0.9098283197988254,-0.2845619469782324,-0.19246830641130883,-1.0,-0.3929633591972811,-0.5031628573302307,-0.11215013240525279,-0.23594131912179542,-0.5951288209261357,-0.27581082670176366,-0.3886772550211448,-0.48674180749565243,-0.5196762007494296,-0.4467675509372738,-0.375659482183522,-0.5975356623541677,-0.46322863470423153,-0.38853153981316274,0.10681660911391375,-0.28513440041025345,-0.29559006270875593,-0.42982267194026275,-0.439213575444118,-0.14544239297336292,-0.717416831183868,-0.4430911780384016,-0.07329382659095483,-0.7599344927555897,-0.4229785261567997,-0.22003850607074127,0.22151986757213316,-0.3396487262685131,-0.11497420302440282,-0.3862038475541776,-0.47629139236304435,-0.01313876206176801,-0.6676944751618601,-0.43155250123159566,0.038876517119965266,-0.7191486432701722,-0.3721932038613833,-0.048419080150971384,0.2549521939018957,-0.40179432173032587,0.007850042853621527,-0.2148928207180865,-0.4766992579247886,0.04530413633557438,-0.47560905285581506,-0.4317623171984706,0.06527827717134438,-0.5940741582485872,-0.37811776650568923
C_Major,0.0,0.0,0.0,-0.14028264526121206,-0.2872936199976685,-0.06778982829118503,-0.24508987959431777,-0.5936196645960664,-0.17327308307493774,-0.2413935750328909,-0.9057406365014072,-0.28627634718471845,-0.15776921411560943,-1.0,-0.3935625063600311,-0.4530479124685663,-0.16748720169200793,-0.23365225272537823,-0.548206837976918,-0.35160537578896534,-0.3864328246107347,-0.4461585091678185,-0.5792803637150898,-0.44348496709911883,-0.34277762419438107,-0.6493983712758339,-0.4586792982064181,-0.34882701883524575,0.02723919596316219,-0.277870581701014,-0.26361536796176327,-0.48704967775242725,-0.42976175028562275,-0.1277940280113911,-0.7623007310939763,-0.4346326014522089,-0.0708539643945576,-0.8048087664662681,-0.41616666643463934,-0.19390117741102803,0.13125318500507935,-0.3280476263493728,-0.0970744916482089,-0.4289314703482272,-0.4608449018169232,-0.007752860259463421,-0.6997194864023182,-0.4197927260212964,0.03033010808200243,-0.7580708445051376,-0.36507095807285606,-0.0369401302313188,0.15956327543424317,-0.3856447419421584,0.025755291688177594,-0.25493869801988445,-0.4599502359718352,0.05727420187519776,-0.5082818458873882,-0.4210758875447697,0.06894399387146735,-0.6378792612453578,-0.3727086418872015
C_Major,0.0,0.0,0.0,-0.1557222750201038,-0.3071742040719351,-0.08093746105074595,-0.27268817621902186,-0.5893828473389867,-0.20343400677948617,-0.26523320418159224,-0.8893362430550479,-0.3302758326393809,-0.18878932807588275,-1.0,-0.45205965158630684,-0.49597538311462824,-0.13778019683456394,-0.2813180073746046,-0.5908546517472038,-0.25945078907449376,-0.4560240855498641,-0.49241166889026977,-0.5040875840704729,-0.5238167558839528,-0.3906395638387309,-0.6118782668689232,-0.5458694775512897,-0.3882061177260765,0.1008117483916953,-0.3288787392960261,-0.2944692537374808,-0.4347148800168141,-0.5122987584060671,-0.13881808451823963,-0.7184238842386139,-0.5224676375387705,-0.07805318028547409,-0.7642054540719351,-0.5041125246033402,-0.22241294822355434,0.23547299921412385,-0.38269251605922155,-0.11281063811316616,-0.3759515041304189,-0.5460505617519805,-0.009047713420206155,-0.6617889705479202,-0.5072066264199935,0.03293340841801301,-0.7171996650888223,-0.4507695382053945,-0.047350752065209445,0.2850300300643322,-0.4436107689468595,0.01385592194239345,-0.18444245056290665,-0.5420885550948784,0.06002785976679582,-0.463623814332188,-0.5065381176656986,0.077943665929527,-0.5936362021620732,-0.45832299463267356
C_Major,0.0,0.0,0.0,-0.14964179762969104,-0.2948525321987619,-0.07405153648650191,-0.2629042313610023,-0.5950772664711135,-0.18948354742344017,-0.2658846206633287,-0.8994303712713531,-0.311809757596243,-0.18643178985609116,-1.0,-0.42671484355314315,-0.48526030446506907,-0.15118873844864728,-0.2594507041028739,-0.5945041093393774,-0.298724051651376,-0.4231141359833016,-0.4897569347012054,-0.5352804191409477,-0.47787033305378246,-0.38365785380853606,-0.6199534806446253,-0.48946867325963,-0.38194046611593946,0.06710633717864443,-0.30526845944395936,-0.2944724648423804,-0.4667032657454293,-0.4688139363923741,-0.14749322240997154,-0.7329583687331255,-0.46724588072028556,-0.09457898371989258,-0.7499733286065697,-0.44297119676240637,-0.22174915999002046,0.1859435088774066,-0.3578421516705262,-0.12595912831218423,-0.40841793628982026,-0.5026814315206775,-0.02930880528271399,-0.6718405928606236,-0.45444993243834003,0.00690052848254774,-0.7069664012677802,-0.3935969257110367,-0.05580947401233885,0.21958669341955603,-0.41827873043087316,-0.00126619662040106,-0.2186109649432316,-0.5035058484590126,0.03673289877483843,-0.48077048099079783,-0.46330393211939463,0.0522819044041694,-0.6038850774109411,-0.4118308516123492
C_Major,0.0,0.0,0.0,-0.15567640513977588,-0.3039482551613575,-0.06781133353105064,-0.282922617547659,-0.602029280566106,-0.17278086493720365,-0.28991674796152955,-0.9089351994697329,-0.2844845460628513,-0.206228364685567,-1.0,-0.3897748040690438,-0.4964374414891833,-0.1491182037009469,-0.23867057656984014,-0.603334295287892,-0.2703031321184984,-0.3894044377029672,-0.5078916312448385,-0.5079893514125347,-0.4396432422290881,-0.40440056785813194,-0.6025715235391944,-0.4498726032445351,-0.3971272765680344,0.06545338415336494,-0.2841036279978159,-0.3154499882042748,-0.4395120478571007,-0.43874910269466855,-0.16937996068461225,-0.7075728833049321,-0.4381173868588174,-0.10518058271159743,-0.7416869245425657,-0.4136916418499616,-0.24047519446313373,0.19067159120867788,-0.3359640155407539,-0.13396908272504263,-0.3927142060728441,-0.4757099195410156,-0.035215992064845165,-0.6682831384335776,-0.43516356954868074,0.008932593598594381,-0.7261259927606682,-0.3787683598051622,-0.07292904628720193,0.23058272545844619,-0.39487517307703024,-0.016915291723115657,-0.1991833643404277,-0.4753541072424681,0.021158287543464684,-0.45468209896821365,-0.4389699779956952,0.04080641731806515,-0.5812410821683842,-0.39124601238099654
C_Major,0.0,0.0,0.0,-0.1736517153747484,-0.30331875899337035,-0.07101786537869235,-0.3058689886323068,-0.6020329123590354,-0.1898819411029621,-0.30640879161954765,-0.9104408877766089,-0.3164868767157232,-0.2141972419965848,-1.0,-0.4367441263486878,-0.5324491388631138,-0.10949692610159889,-0.2574169417855639,-0.6376664800158276,-0.23889195106584443,-0.42008648803421056,-0.5360926995186744,-0.5000234347794028,-0.4785392158498336,-0.4261085344210186,-0.5994831207533589,-0.49407640158834676,-0.42157459815923826,0.11609516710603836,-0.3081348600470975,-0.338120939522938,-0.4322129659305031,-0.47350365849996406,-0.17463568408749278,-0.7160296081281452,-0.4743061354320375,-0.10119415167193645,-0.7363734788382482,-0.45135669688116836,-0.25357438790327347,0.2437649250707606,-0.3650125662713311,-0.15567030404618623,-0.3752905438109916,-0.5121354178094484,-0.041386404469691385,-0.6602581914044734,-0.46404009593165824,0.011517500523814773,-0.701425579244232,-0.40277957492029787,-0.0762910847820675,0.281464695614338,-0.4294322926611559,-0.03530927703340515,-0.18477644607555052,-0.511700560290717,0.012753046338808506,-0.44861731151246315,-0.46616784249145454,0.040914496637729704,-0.5573748374714093,-0.41236370614338164
C_Major,0.0,0.0,0.0,-0.1586763082950099,-0.2805905902265307,-0.06646407106265319,-0.28295346289433143,-0.5795948256294273,-0.1778271901595146,-0.2860887219370237,-0.8956683255316032,-0.2994791942311825,-0.19942892571879875,-1.0,-0.41507711875007264,-0.5179304185247378,-0.12610842763668315,-0.2353933889044622,-0.6147396275898771,-0.29716534344168066,-0.3981208802674057,-0.5074375790912579,-0.5360082560383925,-0.4609531030826901,-0.4083731685652402,-0.6062794595394174,-0.47925551915844694,-0.408141582030725,0.08698309734555255,-0.2860202035200882,-0.3208722719041545,-0.45815550453591913,-0.4507281119486737,-0.1614028767618941,-0.7465185471200971,-0.4569353426524193,-0.08972461615358486,-0.7778120549488289,-0.4365328708435157,-0.24494868942290676,0.20885799087827936,-0.3434773114944708,-0.15025682242286667,-0.3937091839514413,-0.4926061019270575,-0.0356378757117764,-0.6912776115909995,-0.4501645990900146,0.01916001220752856,-0.7519713965473049,-0.3894902208265456,-0.07373652007521747,0.24976241176603348,-0.40807187764922725,-0.03207825698572659,-0.19408331623867242,-0.4904105580774913,0.014412991386447199,-0.476861256377794,-0.447705986737554,0.044893574415251186,-0.6177932347693759,-0.39398161237698653
C_Major,0.0,0.0,0.0,-0.16843327227808985,-0.2834739820941569,-0.06424642658150935,-0.3023627474917905,-0.5809956292846968,-0.1709759029547637,-0.30707578638891053,-0.8986496085375825,-0.287949658097275,-0.21432432440316532,-1.0,-0.3979413683821227,-0.5216120392888888,-0.11981617500130541,-0.2270013087037581,-0.627072210004367,-0.276515492950351,-0.38612343756853607,-0.5171771474278474,-0.5176740781839668,-0.44427924979142824,-0.40460519310872123,-0.5903196080095845,-0.45867514564220957,-0.41317436799946794,0.09557085485800498,-0.2774660162643109,-0.3322933813840725,-0.4346716187632419,-0.43528497813264216,-0.18044726976878644,-0.7211155169290467,-0.43860990725400967,-0.11484920113312465,-0.755646443174721,-0.4177371016911856,-0.2484627526550863,0.21916207002070862,-0.3352701883531674,-0.15572018787395608,-0.3839070863463498,-0.4790761076488122,-0.04896642194978301,-0.6734510039693201,-0.4382760432972273,0.0005180798490567359,-0.7273753567268555,-0.3809024193374345,-0.07387290649504688,0.2582791406058792,-0.4000196314027441,-0.028331324898783358,-0.20035192090647638,-0.48076701409310124,0.013502456066041179,-0.47775509233693975,-0.4404607810616019,0.0378672321204839,-0.6116154318951075,-0.3895565187755104
C_Major,0.0,0.0,0.0,-0.1626771277616369,-0.2977810210596769,-0.062335731287824755,-0.3029041474222708,-0.5975170763324525,-0.17051752680695886,-0.31704823072425403,-0.9078952258789722,-0.29064982777949017,-0.2352459127849266,-1.0,-0.4037921071318209,-0.5469313970336057,-0.10761390642728828,-0.2259324352270525,-0.6715462447177061,-0.24334978644197372,-0.3918867193053083,-0.5677502451346994,-0.4843477906149293,-0.4549483195023225,-0.457468185368669,-0.5779591799734394,-0.4710295334969832,-0.445463459443616,0.12545910820827308,-0.27980322166751537,-0.3673324963248681,-0.4150649436983385,-0.4442095688809873,-0.20206185099738472,-0.7088280219556083,-0.44818037330051286,-0.12716591048844128,-0.7562528611638648,-0.4247916145961536,-0.2790069514006294,0.26291161099956034,-0.3416823774372081,-0.1849291640038013,-0.3594966466781793,-0.49381588028741835,-0.0605299139875597,-0.6632467165547885,-0.4508390460830825,-0.0003335947096230289,-0.731886547581816,-0.3881516445713304,-0.09716429388364374,0.31173579540733154,-0.4103075154907253,-0.06061210398848131,-0.15088875492724524,-0.4937776936647475,-0.01091721925844676,-0.43471107344069404,-0.4490855964448545,0.023494555667861745,-0.5753741231429819,-0.3925243716929731
C_Major,0.0,0.0,0.0,-0.1584647628240235,-0.28957127143639094,-0.0630462529443959,-0.28818818963360016,-0.5906746256516644,-0.172666706329061,-0.2979251391157595,-0.9013723190415873,-0.29439857825905036,-0.21391918282805172,-1.0,-0.41014351540705557,-0.5379865181157516,-0.10848297615505045,-0.22349198533094367,-0.6430123107826939,-0.2520772650141635,-0.3835418178084911,-0.541679350995079,-0.48731520018959135,-0.447563053346682,-0.437074988161707,-0.5690395404196762,-0.46642408525879,-0.4323317812429337,0.11253054845274515,-0.2765758625211395,-0.35087732878687306,-0.4151263984332516,-0.4373573357451611,-0.19369040195414824,-0.7112428577616999,-0.44754318019840167,-0.1125825014770885,-0.7655169467341569,-0.4302732282646253,-0.2699200771941556,0.24559400393622313,-0.3365826476754363,-0.17399707961480926,-0.3526342044123748,-0.48126169781933426,-0.05386173975345685,-0.6625811840436632,-0.44245442612273156,0.01160978902159653,-0.7424739196562109,-0.38475880623904385,-0.09542728534134254,0.29646807263360303,-0.4039342358228227,-0.05791109840155877,-0.14299794554816916,-0.4796207488921344,-0.010891080707757985,-0.42253975262321836,-0.4355415105562211,0.02500816138842299,-0.5654206922197146,-0.38197790524260267
C_Major,0.0,0.0,0.0,-0.15968927859929907,-0.2968735512016043,-0.06951340319246183,-0.28616808446984143,-0.5981600016564126,-0.18775405537642084,-0.29818517792782184,-0.9054504977189818,-0.31731196575189535,-0.21804991623413392,-1.0,-0.440179859644264,-0.5407307960412939,-0.11348977030178217,-0.2407505192955831,-0.6506012147625974,-0.2391241658297082,-0.412156966641617,-0.5495271872223371,-0.4807149460930718,-0.48075221621828657,-0.44741715161246665,-0.5698851583929557,-0.5020792412802295,-0.4352720762741999,0.11943365092244478,-0.29406798817708146,-0.3519642743007283,-0.40814696941008005,-0.4647445036970975,-0.1913342613645059,-0.7021282501471117,-0.4739813670997711,-0.11824700532902746,-0.7460467402429946,-0.45629728699541716,-0.27086037131849544,0.25958266204111446,-0.3554301234849867,-0.17560809397620947,-0.33892692669744034,-0.5092756714109751,-0.05879094482435575,-0.659059421701946,-0.46815417804697806,-0.0002834206000714778,-0.7463102058722828,-0.4093120704779826,-0.09215955694563516,0.3108528334408101,-0.424429236163955,-0.054353739516513566,-0.13425464283152932,-0.5076715093141967,-0.005663010655954398,-0.427378159899631,-0.4651567688923577,0.027828632112259163,-0.5788573933766902,-0.4126459759538367
C_Major,0.0,0.0,0.0,-0.15859596840930382,-0.3100341676566631,-0.07022289050567977,-0.28189382934515933,-0.6115224777144913,-0.1917492417303202,-0.30041467389415183,-0.9125726285435032,-0.32347277683987313,-0.23138546240257896,-1.0,-0.4484578794260934,-0.5304545493050357,-0.12311836170511709,-0.2527618006882958,-0.6483055068143984,-0.25466486222959367,-0.42665306797039115,-0.5429344925663365,-0.49783476314426567,-0.49346446349877177,-0.43603926841429885,-0.5750238139540862,-0.5132775126400819,-0.4315983785771685,0.10657288501270516,-0.3058913274208285,-0.36224186214166976,-0.4236202292858034,-0.4784196456517869,-0.20477707480809357,-0.7105612147876987,-0.48754317968054706,-0.13935449798198465,-0.736846971136699,-0.4707058159152053,-0.27446177250597575,0.24007036253002487,-0.36641950135134754,-0.19055106701995933,-0.35691165512311834,-0.5198195950590012,-0.07922941228534214,-0.6504748331562683,-0.4799272055050678,-0.028740616454982205,-0.7032898163324145,-0.4245087532178328,-0.10309068756822504,0.28878110820984787,-0.434465775639609,-0.06297005356934732,-0.1507957117648382,-0.5224356977611877,-0.02052805197620036,-0.44397009650895175,-0.48514641218565235,0.00575887279741007,-0.597333421354654,-0.43691351565812264
